Count,ReleaseTime,Country,Industry,Client,Circuits
23,0.375,39,10,76607,2197
124.36391107837365,0.916666666664,39,10,73219,2043
132.31509717892462,0.916666666664,39,10,73219,2049
0.0,0.916666666664,39,10,73219,2103
0.3209917427017474,0.916666666664,39,10,73219,2200
66.29515882388012,0.958333333336,39,10,73219,2043
70.5337288463528,0.958333333336,39,10,73219,2049
0.0,0.958333333336,39,10,73219,2103
0.17111232976707935,0.958333333336,39,10,73219,2200
8.71031283817403,0.375,39,10,73219,2043
9.26720524988577,0.375,39,10,73219,2049
0.0,0.375,39,10,73219,2103
0.022481911940200206,0.375,39,10,73219,2200
164.26209570572956,0.875,39,10,60809,2197
56.73790429427044,0.875,39,10,60809,2236
98.1112969826077,0.916666666664,39,10,60809,2197
33.8887030173923,0.916666666664,39,10,60809,2236
48.31238108992046,0.333333333336,39,10,60809,2197
16.687618910079543,0.333333333336,39,10,60809,2236
327,0.708333333336,39,10,77953,2197
142,0.75,39,10,77953,2197
29,0.166666666664,39,10,77953,2197
84,0.583333333336,39,10,80440,2170
126,0.625,39,10,80440,2170
3,0.041666666664,39,10,80440,2170
152,0.5,39,10,79218,2134
54,0.541666666664,39,10,79218,2134
1,0.958333333336,39,10,79218,2134
191,0.541666666664,39,10,80440,2170
51,0.583333333336,39,10,80440,2170
12,0.0,39,10,80440,2170
224,0.916666666664,39,10,81067,2329
379,0.958333333336,39,10,81067,2329
34,0.375,39,10,81067,2329
166,0.833333333336,39,10,80974,2130
232,0.875,39,10,80974,2130
3,0.291666666664,39,10,80974,2130
233,0.833333333336,39,10,79115,2329
66,0.875,39,10,79115,2329
41,0.333333333336,39,10,79115,2329
87.25724676603926,0.5,39,10,76211,1995
42.5123660678228,0.5,39,10,76211,2043
45.230387166137945,0.5,39,10,76211,2049
19.94451354652326,0.541666666664,39,10,76211,1995
9.717112244073784,0.541666666664,39,10,76211,2043
10.338374209402959,0.541666666664,39,10,76211,2049
1.994451354652326,0.958333333336,39,10,76211,1995
0.9717112244073783,0.958333333336,39,10,76211,2043
1.0338374209402958,0.958333333336,39,10,76211,2049
129.39920336369872,0.458333333336,39,10,73987,2130
80.6007966363013,0.458333333336,39,10,73987,2197
59.770108220375114,0.5,39,10,73987,2130
37.229891779624886,0.5,39,10,73987,2197
1.8485600480528386,0.916666666664,39,10,73987,2130
1.1514399519471614,0.916666666664,39,10,73987,2197
173.92457192371364,0.875,39,10,60809,2197
60.07542807628636,0.875,39,10,60809,2236
288.38775173675594,0.916666666664,39,10,60809,2197
99.61224826324404,0.916666666664,39,10,60809,2236
18.58168503458479,0.333333333336,39,10,60809,2197
6.418314965415209,0.333333333336,39,10,60809,2236
311,0.625,39,10,79297,2049
69,0.666666666664,39,10,79297,2049
9,0.083333333336,39,10,79297,2049
286,0.583333333336,39,10,81372,2197
79,0.625,39,10,81372,2197
2,0.041666666664,39,10,81372,2197
150.08246443758753,0.416666666664,39,10,7158,1995
73.12126963665521,0.416666666664,39,10,7158,2043
77.79626592575727,0.416666666664,39,10,7158,2049
152.57552863090294,0.458333333336,39,10,7158,1995
74.33590866716445,0.458333333336,39,10,7158,2043
79.08856270193263,0.458333333336,39,10,7158,2049
38.39318857705727,0.875,39,10,7158,1995
18.70544106984203,0.875,39,10,7158,2043
19.901370353100695,0.875,39,10,7158,2049
121.66153263379188,0.833333333336,39,10,7158,1995
59.27438468885008,0.833333333336,39,10,7158,2043
63.064082677358044,0.833333333336,39,10,7158,2049
24.930641933154075,0.875,39,10,7158,1995
12.146390305092229,0.875,39,10,7158,2043
12.922967761753698,0.875,39,10,7158,2049
5.484741225293896,0.291666666664,39,10,7158,1995
2.6722058671202906,0.291666666664,39,10,7158,2043
2.8430529075858137,0.291666666664,39,10,7158,2049
152.07691579223984,0.583333333336,39,10,79218,1995
74.0929808610626,0.583333333336,39,10,79218,2043
78.83010334669756,0.583333333336,39,10,79218,2049
31.412608835774133,0.625,39,10,79218,1995
15.304451784416209,0.625,39,10,79218,2043
16.282939379809658,0.625,39,10,79218,2049
3.49028987064157,0.041666666664,39,10,79218,1995
1.7004946427129122,0.041666666664,39,10,79218,2043
1.8092154866455177,0.041666666664,39,10,79218,2049
173,0.5,39,10,79115,2329
42,0.541666666664,39,10,79115,2329
14,0.958333333336,39,10,79115,2329
200.44236114255875,0.833333333336,39,10,7158,1995
97.65697805294153,0.833333333336,39,10,7158,2043
103.90066080449974,0.833333333336,39,10,7158,2049
53.8501865756128,0.875,39,10,7158,1995
26.236203058999216,0.875,39,10,7158,2043
27.91361036538799,0.875,39,10,7158,2049
29.418157481121806,0.291666666664,39,10,7158,1995
14.33274056000883,0.291666666664,39,10,7158,2043
15.249101958869364,0.291666666664,39,10,7158,2049
187,0.5,39,10,79115,2329
52,0.541666666664,39,10,79115,2329
12,0.958333333336,39,10,79115,2329
221.21101908365637,0.583333333336,39,10,73987,2130
137.78898091634363,0.583333333336,39,10,73987,2197
75.79096197016639,0.625,39,10,73987,2130
47.209038029833614,0.625,39,10,73987,2197
38.81976100910961,0.041666666664,39,10,73987,2130
24.180238990890388,0.041666666664,39,10,73987,2197
458,0.875,39,10,79297,2049
155,0.916666666664,39,10,79297,2049
27,0.333333333336,39,10,79297,2049
49,0.75,39,10,79115,2329
423,0.791666666664,39,10,79115,2329
39,0.208333333336,39,10,79115,2329
103.71147044192095,0.416666666664,39,10,7158,1995
50.528983669183674,0.416666666664,39,10,7158,2043
53.75954588889538,0.416666666664,39,10,7158,2049
173.51726785475236,0.458333333336,39,10,7158,1995
84.53887652344191,0.458333333336,39,10,7158,2043
89.94385562180574,0.458333333336,39,10,7158,2049
41.88347844769884,0.875,39,10,7158,1995
20.405935712554946,0.875,39,10,7158,2043
21.710585839746212,0.875,39,10,7158,2049
85.274010128062,0.416666666664,39,10,7158,2043
90.72598987193801,0.416666666664,39,10,7158,2049
68.31611038668603,0.458333333336,39,10,7158,2043
72.68388961331398,0.458333333336,39,10,7158,2049
8.236694160096897,0.875,39,10,7158,2043
8.763305839903104,0.875,39,10,7158,2049
83.76695689539768,0.875,39,10,7158,1995
40.81187142510989,0.875,39,10,7158,2043
43.421171679492424,0.875,39,10,7158,2049
224.37577739838667,0.916666666664,39,10,7158,1995
109.31751274583006,0.916666666664,39,10,7158,2043
116.30670985578328,0.916666666664,39,10,7158,2049
41.88347844769884,0.333333333336,39,10,7158,1995
20.405935712554946,0.333333333336,39,10,7158,2043
21.710585839746212,0.333333333336,39,10,7158,2049
171.2998977862297,0.458333333336,39,10,73987,2130
106.70010221377028,0.458333333336,39,10,73987,2197
48.67874793205809,0.5,39,10,73987,2130
30.321252067941913,0.5,39,10,73987,2197
2.4647467307371183,0.916666666664,39,10,73987,2130
1.5352532692628817,0.916666666664,39,10,73987,2197
277.2782920152066,0.833333333336,39,10,73219,2043
295.0060337880303,0.833333333336,39,10,73219,2049
0.0,0.833333333336,39,10,73219,2103
0.7156741967630399,0.833333333336,39,10,73219,2200
152.91438093683297,0.875,39,10,73219,2043
162.69093660910573,0.875,39,10,73219,2049
0.0,0.875,39,10,73219,2103
0.3946824540612925,0.875,39,10,73219,2200
16.452813138773166,0.291666666664,39,10,73219,2043
17.50472102756201,0.291666666664,39,10,73219,2049
0.0,0.291666666664,39,10,73219,2103
0.04246583366482261,0.291666666664,39,10,73219,2200
83.18520216237773,0.833333333336,39,10,55035,2130
51.81479783762226,0.833333333336,39,10,55035,2197
19.717973845896946,0.875,39,10,55035,2130
12.282026154103054,0.875,39,10,55035,2197
1.8485600480528386,0.291666666664,39,10,55035,2130
1.1514399519471614,0.291666666664,39,10,55035,2197
118.07312958413685,0.5,39,10,73219,2043
125.62211560956266,0.5,39,10,73219,2049
0.0,0.5,39,10,73219,2103
0.3047548063004917,0.5,39,10,73219,2200
25.163125976947196,0.541666666664,39,10,73219,2043
26.77192627744778,0.541666666664,39,10,73219,2049
0.0,0.541666666664,39,10,73219,2103
0.06494774560502281,0.541666666664,39,10,73219,2200
3.3873438815121224,0.958333333336,39,10,73219,2043
3.603913152733355,0.958333333336,39,10,73219,2049
0.0,0.958333333336,39,10,73219,2103
0.008742965754522302,0.958333333336,39,10,73219,2200
98.22672921662705,0.5,39,10,77798,1995
47.856777802063384,0.5,39,10,77798,2043
50.916492981309574,0.5,39,10,77798,2049
50.85850954363431,0.541666666664,39,10,77798,1995
24.778636222388148,0.541666666664,39,10,77798,2043
26.362854233977544,0.541666666664,39,10,77798,2049
0.4986128386630815,0.958333333336,39,10,77798,1995
0.24292780610184458,0.958333333336,39,10,77798,2043
0.25845935523507396,0.958333333336,39,10,77798,2049
260,0.541666666664,39,10,75985,2329
48,0.583333333336,39,10,75985,2329
4,0.0,39,10,75985,2329
89.25169812069159,0.416666666664,39,10,7158,1995
43.48407729223018,0.416666666664,39,10,7158,2043
46.26422458707824,0.416666666664,39,10,7158,2049
40.3876399317096,0.458333333336,39,10,7158,1995
19.67715229424941,0.458333333336,39,10,7158,2043
20.93520777404099,0.458333333336,39,10,7158,2049
2.991677031978489,0.875,39,10,7158,1995
1.4575668366110675,0.875,39,10,7158,2043
1.5507561314104437,0.875,39,10,7158,2049
171.28936629475663,0.791666666664,39,10,77991,2043
188.7106337052434,0.791666666664,39,10,77991,2197
46.15296814053165,0.833333333336,39,10,77991,2043
50.84703185946836,0.833333333336,39,10,77991,2197
7.137056928948193,0.25,39,10,77991,2043
7.862943071051808,0.25,39,10,77991,2197
78.2822156701038,0.583333333336,39,10,7158,1995
38.1396655579896,0.583333333336,39,10,7158,2043
40.57811877190661,0.583333333336,39,10,7158,2049
32.40983451310029,0.625,39,10,7158,1995
15.790307396619898,0.625,39,10,7158,2043
16.79985809027981,0.625,39,10,7158,2049
4.986128386630815,0.041666666664,39,10,7158,1995
2.429278061018446,0.041666666664,39,10,7158,2043
2.5845935523507397,0.041666666664,39,10,7158,2049
134.9448835078572,0.541666666664,39,10,73987,2130
84.05511649214277,0.541666666664,39,10,73987,2197
32.041707499582536,0.583333333336,39,10,73987,2130
19.958292500417464,0.583333333336,39,10,73987,2197
3.697120096105677,0.0,39,10,73987,2130
2.302879903894323,0.0,39,10,73987,2197
138.02581692127862,0.458333333336,39,10,55035,2130
85.97418307872138,0.458333333336,39,10,55035,2197
20.334160528581226,0.5,39,10,55035,2130
12.665839471418774,0.5,39,10,55035,2197
0.6161866826842796,0.958333333336,39,10,55035,2130
0.38381331731572044,0.958333333336,39,10,55035,2197
280,0.583333333336,39,10,73219,2197
77,0.625,39,10,73219,2197
11,0.041666666664,39,10,73219,2197
132.63101508437967,0.5,39,10,77798,1995
64.61879642309066,0.5,39,10,77798,2043
68.75018849252967,0.5,39,10,77798,2049
31.412608835774133,0.541666666664,39,10,77798,1995
15.304451784416209,0.541666666664,39,10,77798,2043
16.282939379809658,0.541666666664,39,10,77798,2049
6.4819669026200595,0.958333333336,39,10,77798,1995
3.1580614793239796,0.958333333336,39,10,77798,2043
3.3599716180559613,0.958333333336,39,10,77798,2049
220,0.583333333336,39,10,75274,2197
54,0.625,39,10,75274,2197
8,0.041666666664,39,10,75274,2197
318,0.541666666664,39,10,77953,2197
135,0.583333333336,39,10,77953,2197
37,0.0,39,10,77953,2197
79.77805418609304,0.416666666664,39,10,7158,1995
38.868448976295134,0.416666666664,39,10,7158,2043
41.353496837611836,0.416666666664,39,10,7158,2049
65.81689470352676,0.458333333336,39,10,7158,1995
32.06647040544348,0.458333333336,39,10,7158,2043
34.11663489102976,0.458333333336,39,10,7158,2049
4.986128386630815,0.875,39,10,7158,1995
2.429278061018446,0.875,39,10,7158,2043
2.5845935523507397,0.875,39,10,7158,2049
237,0.541666666664,39,10,76607,2197
88,0.583333333336,39,10,76607,2197
50,0.0,39,10,76607,2197
294,0.333333333336,39,10,73140,2236
47,0.375,39,10,73140,2236
14,0.791666666664,39,10,73140,2236
179.87071113478078,0.625,39,10,75274,2197
62.12928886521922,0.625,39,10,75274,2236
31.21723085810245,0.666666666664,39,10,75274,2197
10.782769141897552,0.666666666664,39,10,75274,2236
5.946139211067133,0.083333333336,39,10,75274,2197
2.053860788932867,0.083333333336,39,10,75274,2236
114,0.75,39,10,73140,2197
209,0.791666666664,39,10,73140,2197
28,0.208333333336,39,10,73140,2197
236,0.666666666664,39,10,75985,2329
61,0.708333333336,39,10,75985,2329
13,0.125,39,10,75985,2329
123.38238862964302,0.958333333336,39,10,75274,2197
42.61761137035699,0.958333333336,39,10,75274,2236
327.7809240100757,0.0,39,10,75274,2197
113.21907598992428,0.0,39,10,75274,2236
17.095150231818007,0.416666666664,39,10,75274,2197
5.904849768181992,0.416666666664,39,10,75274,2236
138.02581692127862,0.458333333336,39,10,55035,2130
85.97418307872138,0.458333333336,39,10,55035,2197
24.031280624686904,0.5,39,10,55035,2130
14.968719375313096,0.5,39,10,55035,2197
1.2323733653685591,0.916666666664,39,10,55035,2130
0.7676266346314409,0.916666666664,39,10,55035,2197
188,0.875,39,10,73140,2197
278,0.916666666664,39,10,73140,2197
58,0.333333333336,39,10,73140,2197
194,0.541666666664,39,10,73140,2197
77,0.583333333336,39,10,73140,2197
13,0.0,39,10,73140,2197
173,0.916666666664,39,10,75985,2329
236,0.958333333336,39,10,75985,2329
10,0.375,39,10,75985,2329
72.7974744448099,0.416666666664,39,10,7158,1995
35.46745969086931,0.416666666664,39,10,7158,2043
37.735065864320795,0.416666666664,39,10,7158,2049
81.27389270208228,0.458333333336,39,10,7158,1995
39.59723239460067,0.458333333336,39,10,7158,2043
42.128874903317055,0.458333333336,39,10,7158,2049
11.966708127913956,0.875,39,10,7158,1995
5.83026734644427,0.875,39,10,7158,2043
6.203024525641775,0.875,39,10,7158,2049
336,0.958333333336,39,10,75985,2329
203,0.0,39,10,75985,2329
36,0.416666666664,39,10,75985,2329
120.16569411780263,0.875,39,10,7158,1995
58.545601270544545,0.875,39,10,7158,2043
62.288704611652825,0.875,39,10,7158,2049
32.40983451310029,0.916666666664,39,10,7158,1995
15.790307396619898,0.916666666664,39,10,7158,2043
16.79985809027981,0.916666666664,39,10,7158,2049
8.476418257272385,0.333333333336,39,10,7158,1995
4.129772703731358,0.333333333336,39,10,7158,2043
4.393809038996257,0.333333333336,39,10,7158,2049
99.59783178537448,0.666666666664,39,10,75274,2197
34.40216821462552,0.666666666664,39,10,75274,2236
101.08436658814126,0.708333333336,39,10,75274,2197
34.915633411858735,0.708333333336,39,10,75274,2236
14.865348027667833,0.125,39,10,75274,2197
5.134651972332167,0.125,39,10,75274,2236
233.38596403438498,0.0,39,10,60809,2197
80.61403596561502,0.0,39,10,60809,2236
196.96586136659877,0.041666666664,39,10,60809,2197
68.03413863340121,0.041666666664,39,10,60809,2236
17.095150231818007,0.458333333336,39,10,60809,2197
5.904849768181992,0.458333333336,39,10,60809,2236
196.9520712719172,0.791666666664,39,10,73219,1995
95.95648341022861,0.791666666664,39,10,73219,2043
102.09144531785421,0.791666666664,39,10,73219,2049
33.407060190426456,0.833333333336,39,10,73219,1995
16.276163008823588,0.833333333336,39,10,73219,2043
17.316776800749956,0.833333333336,39,10,73219,2049
9.97225677326163,0.25,39,10,73219,1995
4.858556122036892,0.25,39,10,73219,2043
5.1691871047014795,0.25,39,10,73219,2049
168.72170011402991,0.583333333336,39,10,75274,2197
58.2782998859701,0.583333333336,39,10,75274,2236
70.6104031314222,0.625,39,10,75274,2197
24.389596868577794,0.625,39,10,75274,2236
20.068219837351574,0.041666666664,39,10,75274,2197
6.931780162648425,0.041666666664,39,10,75274,2236
297,0.375,39,10,73140,2197
64,0.416666666664,39,10,73140,2197
2,0.833333333336,39,10,73140,2197
94.27656245069477,0.5,39,10,55035,2130
58.723437549305224,0.5,39,10,55035,2197
19.101787163212666,0.541666666664,39,10,55035,2130
11.898212836787334,0.541666666664,39,10,55035,2197
0.6161866826842796,0.958333333336,39,10,55035,2130
0.38381331731572044,0.958333333336,39,10,55035,2197
213.3177441970334,0.625,39,10,75274,2197
73.6822558029666,0.625,39,10,75274,2236
116.69298201719249,0.666666666664,39,10,75274,2197
40.30701798280751,0.666666666664,39,10,75274,2236
13.37881322490105,0.083333333336,39,10,75274,2197
4.62118677509895,0.083333333336,39,10,75274,2236
139.73427146007762,0.583333333336,39,10,75274,2197
48.26572853992237,0.583333333336,39,10,75274,2236
31.21723085810245,0.625,39,10,75274,2197
10.782769141897552,0.625,39,10,75274,2236
2.229802204150175,0.041666666664,39,10,75274,2197
0.7701977958498251,0.041666666664,39,10,75274,2236
312,0.375,39,10,73140,2197
58,0.416666666664,39,10,73140,2197
6,0.833333333336,39,10,73140,2197
315,0.375,39,10,73140,2197
95,0.416666666664,39,10,73140,2197
22,0.833333333336,39,10,73140,2197
97.72811637796397,0.541666666664,39,10,76211,1995
47.61384999596154,0.541666666664,39,10,76211,2043
50.6580336260745,0.541666666664,39,10,76211,2049
48.3654453503189,0.583333333336,39,10,76211,1995
23.563997191878926,0.583333333336,39,10,76211,2043
25.070557457802174,0.583333333336,39,10,76211,2049
9.473643934598549,0.0,39,10,76211,1995
4.615628315935047,0.0,39,10,76211,2043
4.910727749466405,0.0,39,10,76211,2049
109.19621166721484,0.541666666664,39,10,76211,1995
53.201189536303964,0.541666666664,39,10,76211,2043
56.602598796481196,0.541666666664,39,10,76211,2049
21.440352062512503,0.583333333336,39,10,76211,1995
10.445895662379318,0.583333333336,39,10,76211,2043
11.11375227510818,0.583333333336,39,10,76211,2049
8.476418257272385,0.0,39,10,76211,1995
4.129772703731358,0.0,39,10,76211,2043
4.393809038996257,0.0,39,10,76211,2049
345,0.75,39,10,73219,2043
79,0.791666666664,39,10,73219,2043
17,0.208333333336,39,10,73219,2043
100.71979340994245,0.458333333336,39,10,7158,1995
49.07141683257261,0.458333333336,39,10,7158,2043
52.20878975748494,0.458333333336,39,10,7158,2049
58.83631496224361,0.5,39,10,7158,1995
28.66548112001766,0.5,39,10,7158,2043
30.498203917738728,0.5,39,10,7158,2049
7.977805418609304,0.916666666664,39,10,7158,1995
3.8868448976295134,0.916666666664,39,10,7158,2043
4.135349683761183,0.916666666664,39,10,7158,2049
127.55064331564587,0.875,39,10,55035,2130
79.44935668435413,0.875,39,10,55035,2197
36.355014278372494,0.916666666664,39,10,55035,2130
22.644985721627506,0.916666666664,39,10,55035,2197
8.010426874895634,0.333333333336,39,10,55035,2130
4.989573125104366,0.333333333336,39,10,55035,2197
73.79470012213606,0.458333333336,39,10,7158,1995
35.953315303073,0.458333333336,39,10,7158,2043
38.251984574790946,0.458333333336,39,10,7158,2049
57.83908928491745,0.5,39,10,7158,1995
28.17962550781397,0.5,39,10,7158,2043
29.98128520726858,0.5,39,10,7158,2049
6.4819669026200595,0.916666666664,39,10,7158,1995
3.1580614793239796,0.916666666664,39,10,7158,2043
3.3599716180559613,0.916666666664,39,10,7158,2049
145.42005711348997,0.583333333336,39,10,55035,2130
90.57994288651003,0.583333333336,39,10,55035,2197
28.34458740347686,0.625,39,10,55035,2130
17.65541259652314,0.625,39,10,55035,2197
8.010426874895634,0.041666666664,39,10,55035,2130
4.989573125104366,0.041666666664,39,10,55035,2197
268.6573936503459,0.541666666664,39,10,55035,2130
167.34260634965412,0.541666666664,39,10,55035,2197
254.48509994860746,0.583333333336,39,10,55035,2130
158.51490005139254,0.583333333336,39,10,55035,2197
31.425520816898256,0.0,39,10,55035,2130
19.574479183101744,0.0,39,10,55035,2197
215,0.583333333336,39,10,75274,2197
62,0.625,39,10,75274,2197
10,0.041666666664,39,10,75274,2197
84.26556973406078,0.458333333336,39,10,7158,1995
41.05479923121173,0.458333333336,39,10,7158,2043
43.6796310347275,0.458333333336,39,10,7158,2049
54.34879941427588,0.5,39,10,7158,1995
26.47913086510106,0.5,39,10,7158,2043
28.17206972062306,0.5,39,10,7158,2049
6.4819669026200595,0.916666666664,39,10,7158,1995
3.1580614793239796,0.916666666664,39,10,7158,2043
3.3599716180559613,0.916666666664,39,10,7158,2049
144.18768374812143,0.5,39,10,55035,2130
89.81231625187858,0.5,39,10,55035,2197
24.647467307371183,0.541666666664,39,10,55035,2130
15.352532692628817,0.541666666664,39,10,55035,2197
4.9294934614742365,0.958333333336,39,10,55035,2130
3.0705065385257635,0.958333333336,39,10,55035,2197
475,0.375,39,10,73140,2197
103,0.416666666664,39,10,73140,2197
21,0.833333333336,39,10,73140,2197
181.15888470917818,0.875,39,10,55035,2130
112.8411152908218,0.875,39,10,55035,2197
57.305361489638,0.916666666664,39,10,55035,2130
35.694638510362,0.916666666664,39,10,55035,2197
4.313306778789957,0.333333333336,39,10,55035,2130
2.686693221210043,0.333333333336,39,10,55035,2197
84.26556973406078,0.458333333336,39,10,7158,1995
41.05479923121173,0.458333333336,39,10,7158,2043
43.6796310347275,0.458333333336,39,10,7158,2049
72.29886160614682,0.5,39,10,7158,1995
35.224531884767465,0.5,39,10,7158,2043
37.47660650908573,0.5,39,10,7158,2049
6.4819669026200595,0.916666666664,39,10,7158,1995
3.1580614793239796,0.916666666664,39,10,7158,2043
3.3599716180559613,0.916666666664,39,10,7158,2049
111.19066302186717,0.541666666664,39,10,7158,1995
54.17290076071134,0.541666666664,39,10,7158,2043
57.63643621742149,0.541666666664,39,10,7158,2049
64.32105618753751,0.583333333336,39,10,7158,1995
31.33768698713795,0.583333333336,39,10,7158,2043
33.34125682532454,0.583333333336,39,10,7158,2049
52.85296089828664,0.0,39,10,7158,1995
25.750347446795526,0.0,39,10,7158,2043
27.39669165491784,0.0,39,10,7158,2049
319,0.375,39,10,73140,2197
95,0.416666666664,39,10,73140,2197
7,0.833333333336,39,10,73140,2197
309,0.375,39,10,73140,2197
64,0.416666666664,39,10,73140,2197
25,0.833333333336,39,10,73140,2197
199,0.583333333336,39,10,73140,2197
113,0.625,39,10,73140,2197
66,0.041666666664,39,10,73140,2197
194,0.583333333336,39,10,73140,2197
74,0.625,39,10,73140,2197
17,0.041666666664,39,10,73140,2197
269,0.375,39,10,73140,2197
69,0.416666666664,39,10,73140,2197
15,0.833333333336,39,10,73140,2197
231.8994292316182,0.916666666664,39,10,60809,2197
80.1005707683818,0.916666666664,39,10,60809,2236
239.33210324545212,0.958333333336,39,10,60809,2197
82.6678967545479,0.958333333336,39,10,60809,2236
41.62297447746993,0.375,39,10,60809,2197
14.377025522530069,0.375,39,10,60809,2236
101.71701908726862,0.458333333336,39,10,7158,1995
49.557272444776295,0.458333333336,39,10,7158,2043
52.72570846795509,0.458333333336,39,10,7158,2049
117.17401708582415,0.5,39,10,7158,1995
57.08803443393348,0.5,39,10,7158,2043
60.73794848024238,0.5,39,10,7158,2049
9.473643934598549,0.916666666664,39,10,7158,1995
4.615628315935047,0.916666666664,39,10,7158,2043
4.910727749466405,0.916666666664,39,10,7158,2049
257,0.375,39,10,73140,2197
78,0.416666666664,39,10,73140,2197
14,0.833333333336,39,10,73140,2197
102.57090139090805,0.916666666664,39,10,60809,2197
35.42909860909195,0.916666666664,39,10,60809,2236
110.74684280612536,0.958333333336,39,10,60809,2197
38.25315719387464,0.958333333336,39,10,60809,2236
20.068219837351574,0.375,39,10,60809,2197
6.931780162648425,0.375,39,10,60809,2236
151.0796901149137,0.875,39,10,7158,1995
73.6071252488589,0.875,39,10,7158,2043
78.3131846362274,0.875,39,10,7158,2049
68.30995889684216,0.916666666664,39,10,7158,1995
33.28110943595271,0.916666666664,39,10,7158,2043
35.40893166720513,0.916666666664,39,10,7158,2049
42.38209128636193,0.333333333336,39,10,7158,1995
20.64886351865679,0.333333333336,39,10,7158,2043
21.969045194981287,0.333333333336,39,10,7158,2049
138,0.625,39,10,73140,2197
79,0.666666666664,39,10,73140,2197
21,0.083333333336,39,10,73140,2197
119,0.583333333336,39,10,73140,2197
70,0.625,39,10,73140,2197
29,0.041666666664,39,10,73140,2197
184,0.583333333336,39,10,73140,2197
138,0.625,39,10,73140,2197
57,0.041666666664,39,10,73140,2197
153.5727543082291,0.5,39,10,7158,1995
74.82176427936813,0.5,39,10,7158,2043
79.60548141240278,0.5,39,10,7158,2049
68.80857173550524,0.541666666664,39,10,7158,1995
33.524037242054554,0.541666666664,39,10,7158,2043
35.667391022440206,0.541666666664,39,10,7158,2049
45.872381157003495,0.958333333336,39,10,7158,1995
22.3493581613697,0.958333333336,39,10,7158,2043
23.778260681626804,0.958333333336,39,10,7158,2049
105.3679227390118,0.875,39,10,55035,2130
65.6320772609882,0.875,39,10,55035,2197
20.950347211265505,0.916666666664,39,10,55035,2130
13.049652788734495,0.916666666664,39,10,55035,2197
4.9294934614742365,0.333333333336,39,10,55035,2130
3.0705065385257635,0.333333333336,39,10,55035,2197
64.92453043841084,0.458333333336,39,10,7158,2043
69.07546956158917,0.458333333336,39,10,7158,2049
53.29625633003875,0.5,39,10,7158,2043
56.703743669961256,0.5,39,10,7158,2049
4.360602790639534,0.916666666664,39,10,7158,2043
4.6393972093604665,0.916666666664,39,10,7158,2049
57.83908928491745,0.416666666664,39,10,7158,1995
28.17962550781397,0.416666666664,39,10,7158,2043
29.98128520726858,0.416666666664,39,10,7158,2049
55.346025091602044,0.458333333336,39,10,7158,1995
26.96498647730475,0.458333333336,39,10,7158,2043
28.68898843109321,0.458333333336,39,10,7158,2049
3.49028987064157,0.875,39,10,7158,1995
1.7004946427129122,0.875,39,10,7158,2043
1.8092154866455177,0.875,39,10,7158,2049
54.847412252938966,0.416666666664,39,10,7158,1995
26.722058671202905,0.416666666664,39,10,7158,2043
28.430529075858136,0.416666666664,39,10,7158,2049
38.89180141572036,0.458333333336,39,10,7158,1995
18.948368875943878,0.458333333336,39,10,7158,2043
20.15982970833577,0.458333333336,39,10,7158,2049
7.977805418609304,0.875,39,10,7158,1995
3.8868448976295134,0.875,39,10,7158,2043
4.135349683761183,0.875,39,10,7158,2049
221,0.333333333336,39,10,73140,2197
23,0.375,39,10,73140,2197
18,0.791666666664,39,10,73140,2197
6.161866826842796,0.791666666664,39,10,55035,2130
3.838133173157204,0.791666666664,39,10,55035,2197
55.456801441585164,0.833333333336,39,10,55035,2130
34.543198558414836,0.833333333336,39,10,55035,2197
4.9294934614742365,0.25,39,10,55035,2130
3.0705065385257635,0.25,39,10,55035,2197
114.46317981304232,0.541666666664,39,10,60809,2197
39.536820186957684,0.541666666664,39,10,60809,2236
14.122080626284442,0.583333333336,39,10,60809,2197
4.877919373715558,0.583333333336,39,10,60809,2236
5.946139211067133,0.0,39,10,60809,2197
2.053860788932867,0.0,39,10,60809,2236
306,0.333333333336,39,10,73140,2197
145,0.375,39,10,73140,2197
7,0.791666666664,39,10,73140,2197
64.32105618753751,0.416666666664,39,10,7158,1995
31.33768698713795,0.416666666664,39,10,7158,2043
33.34125682532454,0.416666666664,39,10,7158,2049
44.87515547967733,0.458333333336,39,10,7158,1995
21.86350254916601,0.458333333336,39,10,7158,2043
23.261341971156657,0.458333333336,39,10,7158,2049
8.975031095935467,0.875,39,10,7158,1995
4.372700509833202,0.875,39,10,7158,2043
4.652268394231331,0.875,39,10,7158,2049
267,0.416666666664,39,10,73140,2197
53,0.458333333336,39,10,73140,2197
18,0.875,39,10,73140,2197
348.8482232511627,0.708333333336,39,10,73219,2043
371.15177674883734,0.708333333336,39,10,73219,2049
41.183470800484486,0.75,39,10,73219,2043
43.816529199515514,0.75,39,10,73219,2049
5.329625633003875,0.166666666664,39,10,73219,2043
5.670374366996126,0.166666666664,39,10,73219,2049
124.8689234324098,0.541666666664,39,10,60809,2197
43.131076567590206,0.541666666664,39,10,60809,2236
15.608615429051225,0.583333333336,39,10,60809,2197
5.391384570948776,0.583333333336,39,10,60809,2236
2.9730696055335666,0.0,39,10,60809,2197
1.0269303944664334,0.0,39,10,60809,2236
164.0436239201538,0.916666666664,39,10,7158,1995
79.92324820750687,0.916666666664,39,10,7158,2043
85.03312787233934,0.916666666664,39,10,7158,2049
